left_split,right_split,similarity,left_qid,right_qid,left_question,right_question
train_final,test,0.9586820544828477,4715,164355,Người học ngành cơ điện tử trình độ trung cấp sau khi tốt nghiệp có thể làm những công việc nào?,Người học ngành điện tử công nghiệp trình độ trung cấp sau khi tốt nghiệp có thể làm những công việc nào?
train_final,test,0.9541716090927259,130951,130427,Kinh phí hoạt động của Kiểm toán nhà nước khu vực 9 trực thuộc Kiểm toán nhà nước do đơn vị nào cấp?,Kinh phí hoạt động của Kiểm toán nhà nước khu vực 5 thuộc Kiểm toán nhà nước do đơn vị nào cấp?
train_final,test,0.9547167773944893,61026,53261,Tội không tố giác tội phạm sẽ bị xử lý như thế nào?,Không tố giác tội phạm sẽ bị xử lý như thế nào?
train_final,test,0.9737799869743907,156003,43547,Việc quản lý nhà nước về công nghiệp công nghệ thông tin gồm những nội dung nào?,Quản lý nhà nước về công nghiệp công nghệ thông tin gồm những nội dung nào?
train_final,test,0.9624174304914543,58819,33440,Mức phí thực hiện thủ tục chấp thuận thay đổi tên của tổ chức tín dụng phi ngân hàng là bao nhiêu?,Lệ phí thực hiện thủ tục chấp thuận thay đổi tên của tổ chức tín dụng phi ngân hàng là bao nhiêu?
train_final,test,0.9518474978484357,124785,70712,Hồ sơ thực hiện đổi Giấy phép lái xe gồm những giấy tờ gì?,Hồ sơ đổi giấy phép lái xe gồm những giấy tờ gì?
train_final,test,0.9835627074008052,89054,81200,Các hành vi nào bị cấm trong chế độ hôn nhân và gia đình?,Các hành vi bị cấm trong chế độ hôn nhân và gia đình?
train_final,test,0.9670138242063052,152579,15053,Thành phần hồ sơ thực hiện thủ tục cấp Giấy chứng nhận đăng ký quyền tác giả gồm những gì?,Thành phần hồ sơ thực hiện thủ tục cấp đổi Giấy chứng nhận đăng ký quyền tác giả gồm những gì?
train_final,test,0.9800527038427905,54568,109052,Nhiệm vụ của thành viên Đoàn Điều tra tai nạn lao động như thế nào?,Thành viên Đoàn Điều tra tai nạn lao động có nhiệm vụ như thế nào?
train_final,test,0.9674193942060509,148778,112944,Hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia có bao nhiêu Chủ tịch?,Hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia có bao nhiêu Phó Chủ tịch?
train_final,test,0.9855963965512375,176063,139734,Người học ngành điện tử công nghiệp trình độ cao đẳng sau khi tốt nghiệp có thể làm những công việc nào?,Người học ngành điện công nghiệp trình độ cao đẳng sau khi tốt nghiệp có thể làm những công việc nào?
train_final,test,0.9593346563077156,120023,76878,Hội đồng giám đốc thẩm có được quyền hủy bản án hình sự phúc thẩm đã có hiệu lực pháp luật để xét xử lại ở cấp phúc thẩm không?,Hội đồng giám đốc thẩm có quyền hủy quyết định phúc thẩm vụ án hình sự đã có hiệu lực pháp luật để xét xử lại cấp phúc thẩm không?
train_final,test,0.9564232652537545,121137,121138,Hồ sơ khám giám định phúc quyết do vượt khả năng chuyên môn gồm có những gì?,Hồ sơ giám định phúc quyết do vượt khả năng chuyên môn gồm có những gì?
train_final,test,0.967221429702502,10907,157479,Sau khi tốt nghiệp ngành thú y trình độ cao đẳng thì người học phải có được tối thiểu những kỹ năng nào?,Sau khi tốt nghiệp ngành dịch vụ thú y trình độ cao đẳng thì người học phải có được tối thiểu những kỹ năng nào?
train_final,test,0.9628583303794264,32185,13289,Hợp đồng ủy quyền có bắt buộc phải công chứng không?,Hợp đồng ủy quyền có bắt buộc công chứng không?
train_final,test,0.9895986294118754,11965,104620,"Tiêu chuẩn về trình độ đào tạo, bồi dưỡng đối với phóng viên hạng 1 thuộc chuyên ngành thông tin và truyền thông như thế nào?","Tiêu chuẩn về trình độ đào tạo, bồi dưỡng đối với phóng viên hạng 2 thuộc chuyên ngành thông tin và truyền thông như thế nào?"
train_final,test,0.9841888762055137,116360,94354,Điều kiện để được cấp chứng chỉ hành nghề hoạt động xây dựng là gì?,Điều kiện được cấp chứng chỉ hành nghề hoạt động xây dựng là gì?
train_final,test,0.9567907234739598,85367,150916,Cha dượng được nhận con riêng của vợ làm con nuôi không?,Cha dượng có được phép nhận con riêng của vợ làm con nuôi hay không?
train_final,test,0.9543010639222823,148880,129015,Website thương mại điện tử bán hàng và Website cung cấp dịch vụ thương mại điện tử là gì?,Website thương mại điện tử là gì?
train_final,test,0.9501301805694171,178555,130761,Người sử dụng lao động có quyền đơn phương chấm dứt hợp đồng lao động khi người lao động bị tai nạn đang điều trị hay không?,Có được đơn phương chấm dứt hợp đồng lao động khi người lao động đang điều trị tai nạn lao động hay không?
train_final,test,0.9843314210929871,174806,18385,Điều kiện để tổ chức đơn vị tự vệ trong doanh nghiệp được quy định như thế nào?,Điều kiện để tổ chức đơn vị tự vệ trong doanh nghiệp được quy định thế nào?
train_final,test,0.9889254976648386,76875,178172,Chức danh đo đạc bản đồ viên hạng 2 chuyên ngành đo đạc bản đồ thực hiện những nhiệm vụ gì?,Chức danh Đo đạc bản đồ viên hạng 3 chuyên ngành đo đạc bản đồ thực hiện những nhiệm vụ gì?
train_final,test,0.9802784742157387,82430,91201,Lập quy trình bảo trì công trình đường bộ căn cứ vào đâu?,Lập quy trình bảo trì công trình đường bộ phải căn cứ vào đâu?
train_final,test,0.9639330086359447,156331,166684,Tên trường PTDTBT tiểu học và trung học cơ sở được quy định như thế nào? Biển tên trường ghi những nội dung gì?,Tên trường PTDTBT tiểu học được quy định như thế nào? Biển tên trường ghi những nội dung gì?
train_final,test,0.9527695489316328,101262,101261,"Nguyên nhân chủ quan về các hiện tượng lừa đảo, gian lận thương mại quốc tế?","Nguyên nhân khách quan về các hiện tượng lừa đảo, gian lận thương mại quốc tế?"
train_final,test,0.9597693609419546,107768,56674,Chia tài sản chung trong thời kỳ hôn nhân bị vô hiệu trong những trường hợp nào?,Việc chia tài sản chung trong thời kỳ hôn nhân bị vô hiệu trong trường hợp nào?
train_final,test,0.9711191640853439,43248,68604,Thẻ ABTC đã bị hủy giá trị sử dụng thì có thể khôi phục được không?,Thẻ ABTC đã bị hủy giá trị sử dụng có được khôi phục không?
train_final,test,1.0,138911,30380,Tài sản thế chấp được pháp luật quy định như thế nào?,Thế chấp tài sản được pháp luật quy định như thế nào?
train_final,test,0.9825698353829723,169910,140145,Thành viên Hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia phải đạt những tiêu chuẩn nào?,Thành viên Hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia phải đạt những tiêu chuẩn gì?
train_final,test,0.9804389130953368,105705,44851,Doanh nghiệp phải nộp thuế thu nhập doanh nghiệp ở đâu?,Doanh nghiệp nộp thuế thu nhập doanh nghiệp ở đâu?
train_final,test,0.9580497040847236,135160,68184,"Nhiệm vụ, quyền hạn của Chủ tịch Ủy ban nhân dân huyện là gì?","Chủ tịch Ủy ban nhân dân huyện là ai và có nhiệm vụ, quyền hạn gì?"
train_final,test,0.9613302580980424,51633,109043,Trưởng đoàn thanh tra của Cục Xuất bản được quyền xử phạt nhà xuất bản nộp xuất bản phẩm cho Thư viện Quốc gia Việt Nam không đúng thời hạn không?,Trưởng đoàn thanh tra của Cục Xuất bản được quyền xử phạt nhà xuất bản không nộp xuất bản phẩm cho Thư viện quốc gia Việt Nam không?
train_final,test,0.9574256918160006,26427,106452,Cục Kiểm lâm thuộc Bộ Nông nghiệp và Phát triển nông thôn có tư cách pháp nhân không?,Cục Lâm nghiệp thuộc Bộ Nông nghiệp và Phát triển nông thôn có tư cách pháp nhân không?
train_final,test,0.9527002076366943,116003,116004,Cơ quan thường trực của Hội đồng xét tặng danh hiệu Nghệ nhân Ưu tú trong lĩnh vực nghề thủ công mỹ nghệ cấp tỉnh là cơ quan nào?,Cơ quan thường trực của Hội đồng xét tặng danh hiệu Nghệ nhân Ưu tú trong lĩnh vực nghề thủ công mỹ nghệ cấp tỉnh có nhiệm vụ gì?
train_final,test,0.9595609031176412,138618,31169,Không tạm ứng tiền lương cho người lao động trong thời gian bị tạm đình chỉ công việc thì bị xử phạt như thế nào?,Công ty không tạm ứng tiền lương cho người lao động trong thời gian bị tạm đình chỉ công việc sẽ bị xử phạt như thế nào?
train_final,test,0.9706983980338775,137182,72461,Tài chính công đoàn được hình thành từ những nguồn thu nào?,Tài chính công đoàn được hình thành từ những nguồn nào?
train_final,test,0.9533906841950828,82627,127954,Sĩ quan quân đội có những nghĩa vụ gì?,Sĩ quan quân đội có nghĩa vụ gì?
train_final,test,0.969997671495169,152086,86164,Người phụ thuộc giảm trừ gia cảnh gồm những ai?,Người phụ thuộc trong giảm trừ gia cảnh gồm những ai?
train_final,test,0.9642552090774653,92106,99055,"Thẻ giám định viên quyền tác giả, quyền liên quan bị thu hồi trong trường hợp nào?","Thẻ giám định viên quyền tác giả, quyền liên quan có thể bị thu hồi trong những trường hợp nào?"
train_final,test,0.9760629998116501,101114,113080,Hồ sơ xóa đăng ký thường trú gồm những gì?,Hồ sơ xóa đăng ký thường trú bao gồm những gì?
train_final,test,0.9712536910574631,114659,134734,Ai là người có quyền yêu cầu tuyên bố một người mất tích?,Ai có quyền yêu cầu tuyên bố một người mất tích?
train_final,test,0.9975009087393826,52683,95042,Người bán rượu bia cho người chưa đủ 18 tuổi thì có bị xử phạt hay không?,Người bán rượu bia cho người chưa đủ 18 tuổi thì bị xử phạt hay không?
train_final,test,1.0,19253,117264,"Đấu giá viên đe dọa, cưỡng ép người tham gia đấu giá nhằm làm sai lệch kết quả đấu giá tài sản thì bị phạt bao nhiêu tiền?","Người tham gia đấu giá đe dọa, cưỡng ép đấu giá viên nhằm làm sai lệch kết quả đấu giá tài sản thì bị phạt bao nhiêu tiền?"
train_final,test,0.9862318784669111,165292,75526,Sau khi tốt nghiệp ngành điện tử dân dụng trình độ trung cấp thì người học phải có được tối thiểu những kiến thức nào?,Sau khi tốt nghiệp ngành điện dân dụng trình độ trung cấp thì người học phải có được tối thiểu những kiến thức nào?
train_final,test,0.9750019208826477,99054,50167,"Thời hạn cấp lại Thẻ giám định viên quyền tác giả, quyền liên quan là bao lâu?","Thời hạn cấp Thẻ giám định viên quyền tác giả, quyền liên quan là bao lâu?"
train_final,test,0.9781123177026468,112776,174299,Các hành vi nào bị cấm trong hoạt động quảng cáo?,Hành vi nào bị cấm trong hoạt động quảng cáo?
train_final,test,0.9817676785448902,70252,167667,Thành viên Hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở phải đạt những tiêu chuẩn nào?,Thành viên Hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở phải đạt những tiêu chuẩn gì?
train_final,test,0.9555362024551993,161919,54631,Mức hưởng chế độ dưỡng sức sau sinh của lao động nữ là bao nhiêu?,Mức hưởng chế độ nghỉ dưỡng sức sau sinh của lao động nữ là bao nhiêu?
train_final,test,0.9553313822219005,134980,53795,Hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở thẩm định theo quy trình rút gọn đối với những hồ sơ nào?,Hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia thẩm định theo quy trình rút gọn đối với những hồ sơ nào?
train_final,test,0.9720667154342219,30791,58827,Những trường hợp nào khi chuyển mục đích sử dụng đất phải được phép của cơ quan nhà nước có thẩm quyền?,Trường hợp nào chuyển mục đích sử dụng đất phải được phép của cơ quan nhà nước có thẩm quyền?
train_final,test,0.9863032552579452,140741,159705,Người sử dụng lao động được sử dụng người lao động làm thêm giờ khi đáp ứng đầy đủ các yêu cầu nào?,Người sử dụng lao động được sử dụng người lao động làm thêm giờ khi đáp ứng đầy đủ các yêu cầu gì?
train_final,test,0.9848805495707591,25315,152870,Tài sản chung trong thời kỳ hôn nhân được chia như thế nào?,Chia tài sản chung trong thời kỳ hôn nhân như thế nào?
train_final,test,0.9658633300776287,47492,157820,Quyền và nghĩa vụ của văn phòng đại diện của thương nhân nước ngoài được quy định như thế nào?,Quyền và nghĩa vụ của văn phòng đại diện của thương nhân nước ngoài như thế nào?
train_final,test,0.9913780433518822,70133,70132,"Trình tự, thủ tục ly hôn trong trường hợp một bên ra nước ngoài định cư khi không xác định được địa chỉ cụ thể của họ?","Trình tự, thủ tục ly hôn trong trường hợp một bên ra nước ngoài định cư khi xác định được địa chỉ cụ thể của họ?"
train_final,test,0.9644403919382621,53194,48548,Bổ nhiệm vào ngạch công chức đối với người hoàn thành chế độ tập sự như thế nào?,Bổ nhiệm vào ngạch công chức đối với người hoàn thành chế độ tập sự được quy định như thế nào?
train_final,test,0.987375849764433,114644,151991,"Quyền, nghĩa vụ của cha mẹ và con trong trường hợp nam, nữ chung sống với nhau như vợ chồng mà không đăng ký kết hôn","Quyền, nghĩa vụ của cha mẹ và con trong trường hợp nam, nữ chung sống với nhau như vợ chồng mà không đăng ký kết hôn như thế nào?"
train_final,test,0.9588568525843244,79876,158703,Công chức cấp huyện giữ chức vụ lãnh đạo biệt phái đến vị trí khác mà phụ cấp chức vụ mới thấp hơn phụ cấp chức vụ hiện tại thì có được bảo lưu phụ cấp chức vụ không?,Công chức cấp trung ương giữ chức vụ lãnh đạo biệt phái đến vị trí khác mà phụ cấp chức vụ mới thấp hơn phụ cấp chức vụ hiện tại thì có được bảo lưu phụ cấp chức vụ không?
train_final,test,0.9809700609993206,7516,72881,Trợ cấp một lần khi sinh con hoặc nhận nuôi con nuôi như thế nào?,Trợ cấp một lần khi sinh con hoặc nhận nuôi con nuôi
train_final,test,0.972268308254186,136197,118013,Việc kiểm tra sức khỏe nghĩa vụ quân sự được thực hiện như thế nào?,Kiểm tra sức khỏe nghĩa vụ quân sự được thực hiện như thế nào?
train_final,test,0.9860673651990697,57658,48117,Thành viên Hội đồng thành viên Tổng công ty có nhiệm kỳ bao nhiêu năm?,Nhiệm kỳ của thành viên Hội đồng thành viên Tổng công ty bao nhiêu năm?
train_final,test,0.9812221932332069,62642,97474,Khu Quản lý đường bộ 3 trực thuộc Cục Đường bộ Việt Nam có tư cách pháp nhân không?,Khu Quản lý đường bộ 1 trực thuộc Cục Đường bộ Việt Nam có tư cách pháp nhân không?
train_final,test,0.9504502276836957,139735,168591,Sau khi tốt nghiệp ngành điện công nghiệp trình độ cao đẳng thì người học phải có được tối thiểu những kỹ năng nào?,Sau khi tốt nghiệp ngành cơ điện tử trình độ cao đẳng thì người học phải có được tối thiểu những kỹ năng nào?
train_final,test,0.9599492326642957,169299,7757,Ai có thẩm quyền ra quyết định áp dụng biện pháp khẩn cấp tạm thời?,Ai là người có thẩm quyền quyết định áp dụng biện pháp khẩn cấp tạm thời?
train_final,test,0.983889010416677,138738,39324,Người bị bắt trong trường hợp phạm tội quả tang thì có những quyền gì?,Người bị bắt trong trường hợp phạm tội quả tang có những quyền gì?
train_final,test,0.9725490690885,10957,111396,Vi phạm quy định về quảng cáo trên phương tiện giao thông bị xử phạt như thế nào?,Vi phạm về quảng cáo trên phương tiện giao thông bị xử phạt như thế nào?
train_final,test,0.9689131819773296,97312,136376,"Thủ tục khám bệnh, chữa bệnh bảo hiểm y tế được pháp luật quy định như thế nào?","Thủ tục khám bệnh, chữa bệnh bảo hiểm y tế theo quy định pháp luật như thế nào?"
train_final,test,0.9695629646079491,65810,17660,Cục Quản lý xây dựng công trình có tư cách pháp nhân hay không?,Cục Quản lý xây dựng công trình có tư cách pháp nhân không?
train_final,test,0.9581848673921176,37016,54614,Hiện nay Đài Tiếng nói Việt Nam có bao nhiêu Phó Tổng Giám đốc?,Đài Tiếng nói Việt Nam có bao nhiêu Phó Tổng giám đốc?
train_final,test,0.9618810075374661,131277,57285,Thông tư 24/2023/TT-BCA được chính thức áp dụng từ ngày nào?,Thông tư 24/2023/TT-BCA về đăng ký xe được chính thức áp dụng từ ngày nào?
train_final,test,0.9700777296581415,160134,66608,Phát thanh viên hạng 2 chuyên ngành Thông tin và Truyền thông thực hiện những nhiệm vụ gì?,Viên chức phát thanh viên hạng 2 chuyên ngành Thông tin và Truyền thông thực hiện những nhiệm vụ gì?
train_final,test,0.9705836405737689,24199,35742,Đóng bảo hiểm xã hội tự nguyện thì có được hưởng chế độ thai sản không?,Có được hưởng chế độ thai sản khi đóng bảo hiểm xã hội tự nguyện không?
train_final,test,0.9618321720725072,135481,146496,Giáo viên giáo dục nghề nghiệp lý thuyết hạng 3 có những nhiệm vụ gì?,Giáo viên giáo dục nghề nghiệp lý thuyết hạng 3 thực hiện những nhiệm vụ gì?
train_final,test,0.9767948419032544,65331,106927,"Giấy chứng nhận đăng ký quyền xuất khẩu, quyền nhập khẩu của thương nhân nước ngoài không hiện diện tại Việt Nam có thời hạn bao lâu?","Thời hạn cấp Giấy chứng nhận đăng ký quyền xuất khẩu, quyền nhập khẩu cho thương nhân nước ngoài không có hiện diện tại Việt Nam là bao lâu?"
train_final,test,0.9871183545758346,118228,145474,Tổng Giám đốc Sở Giao dịch Chứng khoán Việt Nam có nhiệm kỳ là bao nhiêu năm?,Nhiệm kỳ của Tổng Giám đốc Sở Giao dịch Chứng khoán Việt Nam là bao nhiêu năm?
train_final,test,0.9777135215774175,168528,6540,Chi phí thẩm định cấp giấy chứng nhận đủ điều kiện đầu tư trồng cây thuốc lá là bao nhiêu?,Chi phí thẩm định cấp lại Giấy chứng nhận đủ điều kiện đầu tư trồng cây thuốc lá là bao nhiêu?
train_final,test,0.9622601652327616,137306,76291,Hồ sơ hưởng trợ cấp thất nghiệp gồm những giấy tờ gì?,Hồ sơ để hưởng trợ cấp thất nghiệp bao gồm những giấy tờ gì?
train_final,test,0.9570356695672274,104763,167485,Hồ sơ thẩm định báo cáo nghiên cứu tiền khả thi đối với dự án PPP bao gồm những gì?,Hồ sơ thẩm định báo cáo nghiên cứu tiền khả thi dự án PPP gồm những gì?
train_final,test,0.9561356263133995,20659,2384,Giáo viên trung học cơ sở phải đáp ứng các tiêu chuẩn gì để thi thăng hạng chức danh nghề nghiệp hạng II?,Giáo viên trung học cơ sở phải đáp ứng các tiêu chuẩn điều kiện nào để thi thăng hạng chức danh nghề nghiệp hạng II?
train_final,test,0.9502557402490064,167640,83220,Người sử dụng lao động đơn phương chấm dứt hợp đồng trái pháp luật thì có nghĩa vụ gì?,Khi đơn phương chấm dứt hợp đồng lao động trái pháp luật người sử dụng lao động có nghĩa vụ gì?
train_final,test,0.9602893472619876,130001,25111,Hội đồng xử lý nợ dự trữ quốc gia tồn đọng tại Tổng cục Dự trữ Nhà nước do Cục Dự trữ Nhà nước khu vực thành lập được thành lập bộ phận giúp việc của Hội đồng không?,Hội đồng xử lý nợ dự trữ quốc gia tồn đọng tại Tổng cục Dự trữ Nhà nước do Tổng cục Dự trữ Nhà nước thành lập có thể thành lập bộ phận giúp việc Hội đồng không?
train_final,test,0.9502044232979839,121668,13540,Có được nộp tiền phạt tại chỗ đối với lỗi dừng xe ô tô tại nơi có biển cấm dừng xe và đỗ xe hay không?,Có được nộp tiền phạt tại chỗ đối với lỗi dừng xe ô tô tại nơi có cắm biển báo cấm dừng xe và đỗ xe hay không?
train_final,test,0.9580156534786681,153416,30792,Trường hợp nào chuyển mục đích sử dụng đất mà không cần phải xin phép cơ quan nhà nước có thẩm quyền?,Trường hợp chuyển mục đích sử dụng đất không phải xin phép cơ quan nhà nước có thẩm quyền?
train_final,test,0.9567621969207186,5585,169270,Hội đồng Thi đua và Khen thưởng Bộ Công Thương có các nhiệm vụ và quyền hạn như thế nào?,Thành viên Hội đồng Thi đua và Khen thưởng Bộ Công Thương có các nhiệm vụ và quyền hạn như thế nào?
train_final,test,0.9898566053960886,7144,73041,Tàu thuyền nước ngoài chạy bằng năng lượng hạt nhân khi đi trong lãnh hải Việt Nam có nghĩa vụ gì?,Khi đi trong lãnh hải Việt Nam tàu thuyền nước ngoài chạy bằng năng lượng hạt nhân có các nghĩa vụ gì?
train_final,test,0.9556190427300594,175200,76196,Nhà nước thu hồi đất trong những trường hợp nào?,Nhà nước thu hồi đất trong trường hợp nào?
train_final,test,0.953282822203098,146927,169379,Các bước tiến hành phẫu thuật điều trị khuyết hổng xương hàm trên bằng vạt xương bả vai như thế nào?,Các bước kỹ thuật phẫu thuật điều trị khuyết hổng xương hàm trên bằng vạt xương bả vai như thế nào?
train_final,test,0.960129421275523,91209,91210,Chủ tịch Ủy ban nhân dân cấp xã có quyền xử phạt cư dân biên giới sử dụng giấy tờ xuất nhập cảnh biên giới hết giá trị để qua lại biên giới không?,Chủ tịch Ủy ban nhân dân cấp xã có quyền lập biên bản đối với cư dân biên giới sử dụng giấy tờ xuất nhập cảnh biên giới hết giá trị để qua lại biên giới không?
train_final,test,0.9895170488130781,25640,130826,Tiêu chuẩn và điều kiện của kế toán trưởng được quy định như thế nào?,Điều kiện tiêu chuẩn của kế toán trưởng được quy định như thế nào?
train_final,test,0.9855830329313987,158944,150916,Cha dượng có được phép nhận con riêng của vợ làm con nuôi không?,Cha dượng có được phép nhận con riêng của vợ làm con nuôi hay không?
train_final,test,0.976962807576577,86639,68082,Thành phần Hội đồng Giám định y khoa Trung ương 3 có bao nhiêu người?,Thành phần Hội đồng Giám định y khoa Trung ương 1 có bao nhiêu người?
train_final,test,0.9722625100134638,134840,94469,Trung tâm Tần số vô tuyến điện khu vực 4 có được tham gia xây dựng nghiên cứu các văn bản quy định về quản lý tần số vô tuyến điện không?,Trung tâm Tần số vô tuyến điện khu vực 6 có quyền tham gia nghiên cứu xây dựng văn bản quy định về quản lý tần số vô tuyến điện không?
train_final,test,0.9823077112438502,38245,128841,Doanh nghiệp siêu nhỏ có được tự xây dựng biểu mẫu chứng từ kế toán không?,Doanh nghiệp siêu nhỏ có được tự xây dựng biểu mẫu chứng từ kế toán hay không?
train_final,test,0.9775101051084804,31041,133938,Cách thực hiện phản ứng Realtime RT PCR khi thực hiện phương pháp Realtime RT PCR ra sao?,Quy trình thực hiện phản ứng Realtime RT PCR trong phương pháp Realtime RT PCR được thực hiện ra sao?
train_final,test,0.9673658395439272,72842,144733,Hạn chót đăng ký nguyện vọng 2023 là ngày mấy?,Hạn chót đăng ký nguyện vọng đại học 2023 là ngày mấy?
train_final,test,0.9656017215353636,103404,157010,Miễn tiền chậm nộp thuế như thế nào?,Hồ sơ miễn tiền chậm nộp thuế như thế nào?
train_final,test,0.9508150397955407,32272,102109,"Người học ngành công nghệ ô tô trình độ trung cấp phải có khả năng học tập, nâng cao trình độ như thế nào?","Người học ngành công nghệ thông tin trình độ trung cấp phải có khả năng học tập, nâng cao trình độ như thế nào?"
train_final,test,0.9866715943305521,1813,173776,Viên chức giữ chức danh thẩm kế viên hạng 2 được áp dụng hệ số lương viên chức loại mấy?,Viên chức giữ chức danh thẩm kế viên hạng 3 được áp dụng hệ số lương viên chức loại mấy?
train_final,test,0.9712294820287442,157164,117081,Việc vận chuyển vật liệu nổ quân dụng được thực hiện như thế nào?,Vận chuyển vật liệu nổ quân dụng được thực hiện như thế nào?
train_final,test,0.9647208718056732,88061,88059,Những đối tượng nào không được công nhận là sáng kiến của Tổng cục Hải quan?,Đối tượng nào được công nhận là sáng kiến của Tổng cục Hải quan?
train_final,test,0.968482387867669,147978,166170,Không áp dụng thời hiệu khởi kiện trong những trường hợp nào?,Không áp dụng thời hiệu khởi kiện trong trường hợp nào?
train_final,test,0.9720076510113523,161100,9729,Dán nhãn bao gói đậu cove quả tươi hạng I không dùng để bán lẻ được quy định như thế nào?,Dán nhãn bao gói đậu cove quả tươi hạng II không dùng để bán lẻ được quy định như thế nào?
train_final,test,0.9707691236030894,54480,59068,Hồ sơ đề nghị cấp Giấy chứng nhận đủ điều kiện kinh doanh dịch vụ kế toán gồm những gì?,Hồ sơ đề nghị cấp lại Giấy chứng nhận đủ điều kiện kinh doanh dịch vụ kế toán gồm những gì?
train_final,test,0.9582548338496832,74217,4961,Thời hạn cấp lại giấy chứng nhận đăng ký doanh nghiệp là bao lâu?,Thời hạn cấp Giấy chứng nhận đăng ký doanh nghiệp là bao lâu?
train_final,test,0.9826701096997994,63232,78035,Người lái xe tham gia giao thông cần đáp ứng những điều kiện gì?,Người lái xe khi tham gia giao thông cần đáp ứng những điều kiện gì?
train_final,test,0.9516333927461661,160103,66187,Cục Quản lý đê điều và Phòng chống thiên tai có những tổ chức tham mưu nào?,Tổ chức tham mưu của Cục Quản lý đê điều và Phòng chống thiên tai gồm những tổ chức nào?
train_final,test,0.9596407118133787,154067,132294,Mẫu đơn đăng ký hoạt động Trung tâm tư vấn pháp luật là mẫu nào?,Đơn đăng ký hoạt động Trung tâm tư vấn pháp luật là mẫu nào?
train_final,test,0.980308657439394,145883,158584,Cung cấp dịch vụ hóa đơn điện tử như thế nào?,Dịch vụ hóa đơn điện tử được cung cấp như thế nào?
train_final,test,0.9745989592173941,132435,8962,Thời gian nghỉ hè của giáo viên năm học 2023 là bao lâu?,Thời gian nghỉ hè của giáo viên năm 2023 là bao lâu?
train_final,test,0.965138943272354,176064,168591,Sau khi tốt nghiệp ngành điện tử công nghiệp trình độ cao đẳng thì người học phải có được tối thiểu những kỹ năng nào?,Sau khi tốt nghiệp ngành cơ điện tử trình độ cao đẳng thì người học phải có được tối thiểu những kỹ năng nào?
train_final,test,0.9818166442709693,127686,139964,Mẫu giấy khai đăng ký xe máy được quy định thế nào?,Mẫu Giấy khai đăng ký xe máy được quy định như thế nào?
train_final,test,0.954216765917861,1759,136541,Những khiếu nại nào không được thụ lý giải quyết?,Các khiếu nại nào không được thụ lý giải quyết?
train_final,test,0.9906428624702008,161484,127308,"Trách nhiệm đóng vào quỹ phòng chống, thiên tai và mức đóng là bao nhiêu?","Ai có trách nhiệm đóng vào quỹ phòng chống, thiên tai và mức đóng là bao nhiêu?"
train_final,test,0.9781272173859282,70816,137130,Các trường hợp nào thì không được hưởng bảo hiểm y tế?,Các trường hợp nào không được hưởng bảo hiểm y tế?
train_final,test,0.9759305027749794,46698,87952,"Thủ tục, hồ sơ đề nghị cấp lại thẻ kiểm định viên giáo dục đại học và cao đẳng sư phạm được quy định như thế nào?","Thủ tục, hồ sơ đề nghị cấp lại thẻ kiểm định viên giáo dục đại học và cao đẳng sư phạm như thế nào?"
train_final,test,0.9660358668608531,35394,117536,"Trình tự, thủ tục cấp Giấy phép hoạt động cho thuê lại lao động như thế nào?","Trình tự, thủ tục cấp Giấy phép hoạt động cho thuê lại lao động được quy định như thế nào?"
train_final,test,0.9726555757569207,115560,154612,Tổ chức kỷ niệm ngày truyền thống vào năm tròn đối với cơ quan nhà nước cấp tỉnh được pháp luật quy định như thế nào?,Ngày truyền thống của cơ quan nhà nước cấp tỉnh tổ chức kỷ niệm vào năm tròn được pháp luật quy định như thế nào?
train_final,test,0.9610902246746332,69826,151247,Báo cáo đề xuất chủ trương đầu tư dự án nhóm C phải có những nội dung nào?,Báo cáo đề xuất chủ trương đầu tư dự án nhóm B phải có những nội dung nào?
train_final,test,0.9889394511989477,98158,70280,Chánh Thanh tra Sở Nông nghiệp và Phát triển nông thôn có nhiệm vụ và quyền hạn gì trong hoạt động thanh tra?,Chánh Thanh tra Bộ Nông nghiệp và Phát triển nông thôn có nhiệm vụ và quyền hạn gì trong hoạt động thanh tra?
train_final,test,0.9917811664078907,164888,79375,Viên chức giữ chức vụ quản lý muốn được xếp loại chất lượng ở mức hoàn thành xuất sắc nhiệm vụ thì cần đáp ứng tiêu chí gì?,Viên chức không giữ chức vụ quản lý muốn được xếp loại chất lượng ở mức hoàn thành xuất sắc nhiệm vụ thì cần đáp ứng tiêu chí gì?
train_final,test,0.9571254756435476,64230,175695,Trưởng đoàn thanh tra của Cục Xuất bản được quyền xử phạt nhà xuất bản không giao kết hợp đồng in xuất bản phẩm với cơ sở in không?,Trưởng đoàn thanh tra của Cục Xuất bản được quyền xử phạt nhà xuất bản giao kết hợp đồng in xuất bản phẩm với cơ sở in không có giấy phép hoạt động không?
