qid,question,relevant_cids,num_relevant,question_norm
138211,"Khi tiến hành kiểm toán, các thành viên Đoàn kiểm toán nhà nước cần phải tuân thủ những nguyên tắc gì?",[109799],1,"khi tiến hành kiểm toán, các thành viên đoàn kiểm toán nhà nước cần phải tuân thủ những nguyên tắc gì?"
114505,Thẩm quyền cấp chứng chỉ năng lực hoạt động xây dựng thuộc về cơ quan nào?,[23808],1,thẩm quyền cấp chứng chỉ năng lực hoạt động xây dựng thuộc về cơ quan nào?
5478,Quỹ Hỗ trợ phát triển sinh kế vì cộng đồng có tư cách pháp nhân không?,[67583],1,quỹ hỗ trợ phát triển sinh kế vì cộng đồng có tư cách pháp nhân không?
39986,Công an cấp huyện được bố trí tổ chức tuần tra trên các tuyến đường giao thông nào?,[90592],1,công an cấp huyện được bố trí tổ chức tuần tra trên các tuyến đường giao thông nào?
34547,Muốn tạm đình chỉ hoạt động cơ sở dịch vụ ăn uống công cộng trong vùng đang có dịch bệnh truyền nhiễm phải đáp ứng điều kiện gì?,"[10427, 83635]",2,muốn tạm đình chỉ hoạt động cơ sở dịch vụ ăn uống công cộng trong vùng đang có dịch bệnh truyền nhiễm phải đáp ứng điều kiện gì?
18829,Cơ quan nào có thẩm quyền đăng ký kết hôn cho công dân Việt Nam?,[61762],1,cơ quan nào có thẩm quyền đăng ký kết hôn cho công dân việt nam?
124217,Thông tư 04/2023/TT-BTP được áp dụng từ ngày mấy?,[91617],1,thông tư 04/2023/tt-btp được áp dụng từ ngày mấy?
59396,Cơ quan nào có thẩm quyền quyết định giá đất cụ thể?,[77450],1,cơ quan nào có thẩm quyền quyết định giá đất cụ thể?
20719,Việc quyết định giá dịch vụ sự nghiệp công được thực hiện khi nào?,[84648],1,việc quyết định giá dịch vụ sự nghiệp công được thực hiện khi nào?
64560,"Thực hiện dân chủ trong công tác phòng cháy, chữa cháy và cứu nạn, cứu hộ phải đảm bảo các nguyên tắc nào?",[27675],1,"thực hiện dân chủ trong công tác phòng cháy, chữa cháy và cứu nạn, cứu hộ phải đảm bảo các nguyên tắc nào?"
104626,Trách nhiệm của thành viên Hội đồng lựa chọn dự án sản xuất phim có sử dụng ngân sách nhà nước là gì?,[66030],1,trách nhiệm của thành viên hội đồng lựa chọn dự án sản xuất phim có sử dụng ngân sách nhà nước là gì?
20326,"Hồ sơ thanh lý tài sản của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài được thể hiện bằng ngôn ngữ gì?",[84202],1,"hồ sơ thanh lý tài sản của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài được thể hiện bằng ngôn ngữ gì?"
153722,"Trách nhiệm của người sử dụng lao động về đào tạo, bồi dưỡng, nâng cao trình độ, kỹ năng nghề được quy định như thế nào?",[107845],1,"trách nhiệm của người sử dụng lao động về đào tạo, bồi dưỡng, nâng cao trình độ, kỹ năng nghề được quy định như thế nào?"
61043,Điều kiện hưởng chế độ thai sản được quy định như thế nào?,[61490],1,điều kiện hưởng chế độ thai sản được quy định như thế nào?
102907,Thẻ bảo hiểm y tế của trẻ em dưới 6 tuổi có thời hạn sử dụng bao lâu?,[20133],1,thẻ bảo hiểm y tế của trẻ em dưới 6 tuổi có thời hạn sử dụng bao lâu?
34154,Đối tượng tham gia Bảo hiểm xã hội bắt buộc gồm có những ai?,[34426],1,đối tượng tham gia bảo hiểm xã hội bắt buộc gồm có những ai?
50598,Những đối tượng nào được áp dụng chế độ hưu trí?,"[77215, 76999]",2,những đối tượng nào được áp dụng chế độ hưu trí?
62119,Điểm ưu tiên để tính điểm thi đại học năm 2023 quy đổi ra sao?,"[66485, 66487]",2,điểm ưu tiên để tính điểm thi đại học năm 2023 quy đổi ra sao?
116087,"Mạng truyền số liệu chuyên dùng của các cơ quan Đảng, Nhà nước được cung cấp những danh mục dịch vụ nào?",[137541],1,"mạng truyền số liệu chuyên dùng của các cơ quan đảng, nhà nước được cung cấp những danh mục dịch vụ nào?"
176988,Số lượng thành viên Ban thanh tra nhân dân ở cơ quan nhà nước do ai quyết định?,[22659],1,số lượng thành viên ban thanh tra nhân dân ở cơ quan nhà nước do ai quyết định?
173085,Thời hạn thanh toán tiền chế độ thai sản là khi nào?,[75692],1,thời hạn thanh toán tiền chế độ thai sản là khi nào?
124940,Hồ sơ chuyển đổi Doanh nghiệp tư nhân thành Công ty Cổ phần gồm những gì?,[73516],1,hồ sơ chuyển đổi doanh nghiệp tư nhân thành công ty cổ phần gồm những gì?
178153,Thanh tra chuyên ngành đất đai là gì?,[99404],1,thanh tra chuyên ngành đất đai là gì?
98666,Thôn đội trưởng Dân quân tự vệ có nhiệm vụ như thế nào?,"[172030, 172031]",2,thôn đội trưởng dân quân tự vệ có nhiệm vụ như thế nào?
15458,"Quy tắc ứng xử chung đối với người có chức vụ, quyền hạn thuộc Bộ GTVT là gì?",[78742],1,"quy tắc ứng xử chung đối với người có chức vụ, quyền hạn thuộc bộ gtvt là gì?"
18239,Mức hưởng chế độ thai sản của lao động nữ khi sinh con là bao nhiêu?,[62746],1,mức hưởng chế độ thai sản của lao động nữ khi sinh con là bao nhiêu?
15735,Mức thuế suất thuế nhập khẩu ưu đãi linh kiện ô tô nhập khẩu mới theo Chương trình ưu đãi ra sao?,[79062],1,mức thuế suất thuế nhập khẩu ưu đãi linh kiện ô tô nhập khẩu mới theo chương trình ưu đãi ra sao?
113651,Có những hình thức giải quyết tranh chấp thương mại nào?,"[125820, 188760, 31453, 96652]",4,có những hình thức giải quyết tranh chấp thương mại nào?
93061,Viên chức được phân loại như thế nào?,[14210],1,viên chức được phân loại như thế nào?
54089,Đối tượng nào không được đăng ký nghĩa vụ quân sự?,[61905],1,đối tượng nào không được đăng ký nghĩa vụ quân sự?
134823,Hóa đơn điện tử là gì?,[40896],1,hóa đơn điện tử là gì?
81069,Trưng cầu giám định được tiến hành khi nào?,[126361],1,trưng cầu giám định được tiến hành khi nào?
99424,Hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở hoạt động dựa trên nguyên tắc nào?,[44949],1,hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở hoạt động dựa trên nguyên tắc nào?
90150,Phó Chủ tịch Hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia có nhiệm kỳ bao nhiêu năm?,[63429],1,phó chủ tịch hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia có nhiệm kỳ bao nhiêu năm?
69872,Bảo hiểm xã hội là gì?,[68217],1,bảo hiểm xã hội là gì?
147507,Hợp đồng ủy quyền có bắt buộc công chứng không?,"[226617, 4555, 121762]",3,hợp đồng ủy quyền có bắt buộc công chứng không?
75818,Đi lại khó khăn có được công chứng di chúc tại nhà không?,[68027],1,đi lại khó khăn có được công chứng di chúc tại nhà không?
129214,Thí sinh nhận giấy báo dự thi tại đâu?,[79336],1,thí sinh nhận giấy báo dự thi tại đâu?
114684,Nghiên cứu hiện trường lần hai để xác định nguyên nhân điểm tiềm ẩn tai nạn giao thông đường bộ được quy định như thế nào?,[34167],1,nghiên cứu hiện trường lần hai để xác định nguyên nhân điểm tiềm ẩn tai nạn giao thông đường bộ được quy định như thế nào?
51548,Nguyên tắc bồi thường thiệt hại như thế nào?,[58711],1,nguyên tắc bồi thường thiệt hại như thế nào?
155759,Ký hợp đồng với người tiêu dùng không đúng hình thức sẽ bị xử phạt như thế nào?,"[60851, 62181]",2,ký hợp đồng với người tiêu dùng không đúng hình thức sẽ bị xử phạt như thế nào?
144172,Mức lương cơ sở hiện nay là bao nhiêu?,[40805],1,mức lương cơ sở hiện nay là bao nhiêu?
95844,"Chủ tịch Ủy ban nhân dân cấp xã có quyền xử phạt học sinh cấp ba uống rượu, bia không?","[39415, 4637]",2,"chủ tịch ủy ban nhân dân cấp xã có quyền xử phạt học sinh cấp ba uống rượu, bia không?"
120604,Thời hạn nộp hồ sơ đề nghị hưởng trợ cấp thất nghiệp là bao lâu?,[40473],1,thời hạn nộp hồ sơ đề nghị hưởng trợ cấp thất nghiệp là bao lâu?
173110,Mức trợ cấp xã hội hàng tháng như thế nào?,[29897],1,mức trợ cấp xã hội hàng tháng như thế nào?
39688,Cơ quan nào có thẩm quyền cấp Phiếu lý lịch tư pháp số 1?,[99742],1,cơ quan nào có thẩm quyền cấp phiếu lý lịch tư pháp số 1?
96761,Thời hạn giải quyết cấp tài khoản định danh mức độ 2 đối với công dân Việt Nam là bao lâu?,[63515],1,thời hạn giải quyết cấp tài khoản định danh mức độ 2 đối với công dân việt nam là bao lâu?
173662,Mức hưởng bảo hiểm thất nghiệp là bao nhiêu?,[40477],1,mức hưởng bảo hiểm thất nghiệp là bao nhiêu?
86068,Nhiệm vụ của Hiệp hội Các nhà đầu tư Việt Nam sang Lào là gì?,[76106],1,nhiệm vụ của hiệp hội các nhà đầu tư việt nam sang lào là gì?
114454,Có cần xuất hóa đơn đối với tài sản góp vốn không?,"[189669, 97893]",2,có cần xuất hóa đơn đối với tài sản góp vốn không?
154265,Thời gian nào không được tính hưởng phụ cấp công vụ?,[34367],1,thời gian nào không được tính hưởng phụ cấp công vụ?
155577,Ai có trách nhiệm quản lý tài chính của Cục Giám định nhà nước về chất lượng công trình xây dựng?,[189021],1,ai có trách nhiệm quản lý tài chính của cục giám định nhà nước về chất lượng công trình xây dựng?
102926,Dự án đầu tư xây dựng là gì?,[108923],1,dự án đầu tư xây dựng là gì?
43322,Mức tiền thưởng của Huân chương Đại đoàn kết dân tộc là bao nhiêu?,"[58963, 64405, 40805]",3,mức tiền thưởng của huân chương đại đoàn kết dân tộc là bao nhiêu?
129321,Thông tư 04/2023/TT-BTP được áp dụng từ ngày mấy?,[91617],1,thông tư 04/2023/tt-btp được áp dụng từ ngày mấy?
142152,Chế độ mặc và tư trang của phạm nhân được quy định như thế nào?,[42998],1,chế độ mặc và tư trang của phạm nhân được quy định như thế nào?
130388,Hợp đồng thuê nhà là gì?,[207514],1,hợp đồng thuê nhà là gì?
79275,Nghị định 55/2023/NĐ-CP được áp dụng từ ngày nào?,[105048],1,nghị định 55/2023/nđ-cp được áp dụng từ ngày nào?
17361,Đơn vị sự nghiệp công lập là gì?,[79247],1,đơn vị sự nghiệp công lập là gì?
65761,"Khối lượng kiến thức, thời gian và nội dung đào tạo bổ sung đối với ngành Răng Hàm Mặt như thế nào?",[69552],1,"khối lượng kiến thức, thời gian và nội dung đào tạo bổ sung đối với ngành răng hàm mặt như thế nào?"
160817,Vấn đề bình đẳng giới trong lĩnh vực chính trị được quy định như thế nào?,[53904],1,vấn đề bình đẳng giới trong lĩnh vực chính trị được quy định như thế nào?
115956,Điều kiện để thí sinh được công nhận tốt nghiệp THPT năm 2023 là gì?,[61654],1,điều kiện để thí sinh được công nhận tốt nghiệp thpt năm 2023 là gì?
163314,Cải cách tiền lương sẽ làm tăng hay giảm lương?,"[64220, 64221]",2,cải cách tiền lương sẽ làm tăng hay giảm lương?
108537,Thủ tục đăng ký kết hôn được quy định như thế nào?,[61763],1,thủ tục đăng ký kết hôn được quy định như thế nào?
163180,Tiền lương thử việc được pháp luật quy định như thế nào?,[61953],1,tiền lương thử việc được pháp luật quy định như thế nào?
50778,Có mấy phương thức tuyển sinh đại học phổ biến hiện nay?,[61655],1,có mấy phương thức tuyển sinh đại học phổ biến hiện nay?
35104,Công dân làm căn cước công dân gắn chip ở đâu?,[63625],1,công dân làm căn cước công dân gắn chip ở đâu?
71198,Các hình thức kỷ luật đối với viên chức,[13755],1,các hình thức kỷ luật đối với viên chức
166589,Những đơn vị sự nghiệp công lập nào được chuyển thành công ty cổ phần?,"[248009, 21510]",2,những đơn vị sự nghiệp công lập nào được chuyển thành công ty cổ phần?
71926,Nhiệm vụ của Quỹ Nước sạch và Bảo vệ môi trường Việt Nam là gì?,[142057],1,nhiệm vụ của quỹ nước sạch và bảo vệ môi trường việt nam là gì?
138434,Ai có thẩm quyền bổ nhiệm Chính trị viên phó Ban chỉ huy quân sự cấp xã?,[46223],1,ai có thẩm quyền bổ nhiệm chính trị viên phó ban chỉ huy quân sự cấp xã?
65877,Thời gian nào được coi là thời gian làm việc để tính số ngày nghỉ hằng năm của người lao động?,[68732],1,thời gian nào được coi là thời gian làm việc để tính số ngày nghỉ hằng năm của người lao động?
15147,Chuyển đổi giới tính là gì?,"[78387, 78388, 58162]",3,chuyển đổi giới tính là gì?
170665,Phương thức đóng bảo hiểm y tế được quy định như thế nào?,[78200],1,phương thức đóng bảo hiểm y tế được quy định như thế nào?
130502,Các trường hợp nào hủy giá trị hộ chiếu theo quy định?,"[66941, 128411]",2,các trường hợp nào hủy giá trị hộ chiếu theo quy định?
101232,Quyền và nghĩa vụ người trúng đấu giá biển số xe ô tô theo Nghị quyết 73/2022/QH15 ra sao?,[90192],1,quyền và nghĩa vụ người trúng đấu giá biển số xe ô tô theo nghị quyết 73/2022/qh15 ra sao?
72439,Kinh phí thực hiện tinh giản biên chế được lấy từ những nguồn nào?,[76947],1,kinh phí thực hiện tinh giản biên chế được lấy từ những nguồn nào?
160742,Chuyển từ đất vườn ao trong cùng thửa đất có nhà ở sang đất ở có thu tiền sử dụng đất khi chuyển mục đích sử dụng đất không?,[71040],1,chuyển từ đất vườn ao trong cùng thửa đất có nhà ở sang đất ở có thu tiền sử dụng đất khi chuyển mục đích sử dụng đất không?
17620,Thông tư 23/2023/TT-BGTVT được áp dụng từ ngày nào?,[81188],1,thông tư 23/2023/tt-bgtvt được áp dụng từ ngày nào?
48023,Những hành vi bạo lực gia đình nào bị nghiêm cấm?,[115256],1,những hành vi bạo lực gia đình nào bị nghiêm cấm?
30151,"Phương pháp phân bổ thuế TNCN đối với thu nhập từ tiền lương, tiền công được quy định như thế nào?",[95222],1,"phương pháp phân bổ thuế tncn đối với thu nhập từ tiền lương, tiền công được quy định như thế nào?"
37276,Khi nào được thay đổi nơi đăng ký khám chữa bệnh ban đầu Bảo hiểm y tế?,[66073],1,khi nào được thay đổi nơi đăng ký khám chữa bệnh ban đầu bảo hiểm y tế?
132654,Quỹ bình ổn giá xăng dầu được thực hiện như thế nào?,[65891],1,quỹ bình ổn giá xăng dầu được thực hiện như thế nào?
57108,Đối tượng nào phải nộp thuế thu nhập doanh nghiệp?,[125440],1,đối tượng nào phải nộp thuế thu nhập doanh nghiệp?
167801,Quỹ bình ổn giá xăng dầu được thực hiện như thế nào?,[92287],1,quỹ bình ổn giá xăng dầu được thực hiện như thế nào?
156891,Nhiệm vụ của Hội Tin học Việt Nam là gì?,[140178],1,nhiệm vụ của hội tin học việt nam là gì?
114985,Việc tạm giam được quy định như thế nào?,[10596],1,việc tạm giam được quy định như thế nào?
57203,Ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?,[66170],1,ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?
92759,Hồ sơ nhập học lớp 10 gồm có những giấy tờ gì?,[66970],1,hồ sơ nhập học lớp 10 gồm có những giấy tờ gì?
139179,Website thương mại điện tử là gì?,[133376],1,website thương mại điện tử là gì?
178834,Nhóm chức danh nghề nghiệp bác sĩ phân thành mấy hạng và mã số của từng hạng là gì?,[12605],1,nhóm chức danh nghề nghiệp bác sĩ phân thành mấy hạng và mã số của từng hạng là gì?
157907,Thời hiệu thừa kế được quy định như thế nào?,[58749],1,thời hiệu thừa kế được quy định như thế nào?
163138,Thỏa ước lao động tập thể là gì?,[98218],1,thỏa ước lao động tập thể là gì?
85761,Ký kết thỏa thuận quốc tế là gì?,[66169],1,ký kết thỏa thuận quốc tế là gì?
119607,Người dân được xuất trình giấy tờ tích hợp VNeID thay giấy tờ giấy khi CSGT yêu cầu xuất trình giấy tờ?,[72995],1,người dân được xuất trình giấy tờ tích hợp vneid thay giấy tờ giấy khi csgt yêu cầu xuất trình giấy tờ?
103786,Điều kiện để một tổ chức tôn giáo được công nhận là gì?,[2146],1,điều kiện để một tổ chức tôn giáo được công nhận là gì?
122241,Thời hạn của Giấy phép lao động cho người lao động nước ngoài là bao lâu?,[82812],1,thời hạn của giấy phép lao động cho người lao động nước ngoài là bao lâu?
120380,Nhiệm vụ của Trường Cán bộ Thanh tra là gì?,[77247],1,nhiệm vụ của trường cán bộ thanh tra là gì?
126130,Đối tượng nào phải làm thủ tục hải quan?,[8313],1,đối tượng nào phải làm thủ tục hải quan?
163979,Cơ quan nào có thẩm quyền cấp phiếu lý lịch tư pháp số 1?,[99742],1,cơ quan nào có thẩm quyền cấp phiếu lý lịch tư pháp số 1?
177690,SARS-CoV-2 lây qua các đường lây truyền nào?,[181153],1,sars-cov-2 lây qua các đường lây truyền nào?
173171,Thủ tục đăng ký xe lần đầu theo quy định mới như thế nào?,[84706],1,thủ tục đăng ký xe lần đầu theo quy định mới như thế nào?
110481,"Thủ tục khám bệnh, chữa bệnh bảo hiểm y tế theo quy định pháp luật",[67354],1,"thủ tục khám bệnh, chữa bệnh bảo hiểm y tế theo quy định pháp luật"
50926,Người tham gia bảo hiểm y tế có quyền và nghĩa vụ gì đối với bảo hiểm y tế?,[70562],1,người tham gia bảo hiểm y tế có quyền và nghĩa vụ gì đối với bảo hiểm y tế?
140770,Thẩm định chương trình đào tạo của trường trung cấp nghề theo quy trình bao gồm mấy bước?,[3340],1,thẩm định chương trình đào tạo của trường trung cấp nghề theo quy trình bao gồm mấy bước?
37109,Việc xử lý hành vi tham nhũng tiêu cực trong công tác cán bộ được quy định ra sao?,[103026],1,việc xử lý hành vi tham nhũng tiêu cực trong công tác cán bộ được quy định ra sao?
41627,"Có bao nhiêu vị trí việc làm về quản lý tổ chức tín dụng trong cơ quan nhà nước thuộc ngành, lĩnh vực ngân hàng?",[108082],1,"có bao nhiêu vị trí việc làm về quản lý tổ chức tín dụng trong cơ quan nhà nước thuộc ngành, lĩnh vực ngân hàng?"
81037,Trong thời gian bao lâu kể từ ngày nhận quyết định bị thu hồi Giấy chứng nhận đăng ký doanh nghiệp thì doanh nghiệp phải nộp hồ sơ giải thể?,[50688],1,trong thời gian bao lâu kể từ ngày nhận quyết định bị thu hồi giấy chứng nhận đăng ký doanh nghiệp thì doanh nghiệp phải nộp hồ sơ giải thể?
115219,Thời gian nhập học đại học năm 2023 là khi nào?,[66421],1,thời gian nhập học đại học năm 2023 là khi nào?
142599,Ai phải đi nghĩa vụ quân sự năm 2024?,"[79146, 86742]",2,ai phải đi nghĩa vụ quân sự năm 2024?
78474,Kế toán trưởng là ai?,[2895],1,kế toán trưởng là ai?
6270,Bên bán phải lập hóa đơn cho bên mua trong mọi trường hợp đúng không?,[65483],1,bên bán phải lập hóa đơn cho bên mua trong mọi trường hợp đúng không?
140949,Văn bản quy phạm pháp luật là gì?,[55281],1,văn bản quy phạm pháp luật là gì?
64848,Thông tư 24/2023/TT-BCA về biển số xe cơ giới được chính thức áp dụng từ ngày nào?,[63328],1,thông tư 24/2023/tt-bca về biển số xe cơ giới được chính thức áp dụng từ ngày nào?
33065,Người đã xác định lại giới tính có quyền thay đổi tên không?,[58153],1,người đã xác định lại giới tính có quyền thay đổi tên không?
170422,Hồ sơ chấm dứt hiệu lực giấy chứng nhận đăng ký đầu tư ra nước ngoài gồm có thành phần gì?,[177586],1,hồ sơ chấm dứt hiệu lực giấy chứng nhận đăng ký đầu tư ra nước ngoài gồm có thành phần gì?
82751,Điều kiện để yêu cầu ly hôn tại Tòa án?,"[47616, 47617]",2,điều kiện để yêu cầu ly hôn tại tòa án?
146790,Ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?,[66170],1,ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?
54528,Trường hợp nào sử dụng tác phẩm đã công bố không phải xin phép nhưng phải trả thù lao?,[122565],1,trường hợp nào sử dụng tác phẩm đã công bố không phải xin phép nhưng phải trả thù lao?
135577,MST là gì? Khi nào phải đăng ký MST?,[142153],1,mst là gì? khi nào phải đăng ký mst?
116387,Bảo hiểm y tế là gì?,[62015],1,bảo hiểm y tế là gì?
61921,Các hành vi nào bị nghiêm cấm khi xử lý kỷ luật lao động?,[64846],1,các hành vi nào bị nghiêm cấm khi xử lý kỷ luật lao động?
93199,Quốc hội bầu Chủ tịch nước theo đề nghị của ai?,[49618],1,quốc hội bầu chủ tịch nước theo đề nghị của ai?
66084,Vì sao người lao động làm việc ngày lễ được hưởng 400% lương?,"[62789, 61782]",2,vì sao người lao động làm việc ngày lễ được hưởng 400% lương?
7288,Trường hợp nào thì Thư ký Tòa án phải từ chối tiến hành tố tụng hoặc bị thay đổi?,"[10528, 10526]",2,trường hợp nào thì thư ký tòa án phải từ chối tiến hành tố tụng hoặc bị thay đổi?
143434,Điều kiện đăng ký dự tuyển công chức của Bộ Tư pháp năm 2022 là gì?,"[31085, 95042]",2,điều kiện đăng ký dự tuyển công chức của bộ tư pháp năm 2022 là gì?
146814,Tổ chức đánh giá sự phù hợp phải thực hiện báo cáo hoạt động bao lâu một lần?,"[84515, 225867]",2,tổ chức đánh giá sự phù hợp phải thực hiện báo cáo hoạt động bao lâu một lần?
23430,Cộng tác viên thanh tra giáo dục có trách nhiệm gì khi sử dụng thẻ?,[87671],1,cộng tác viên thanh tra giáo dục có trách nhiệm gì khi sử dụng thẻ?
41074,Thời hiệu xử phạt vi phạm hành chính đối với người không báo cháy là bao lâu?,[64240],1,thời hiệu xử phạt vi phạm hành chính đối với người không báo cháy là bao lâu?
156941,"Thủ tục khám bệnh, chữa bệnh bảo hiểm y tế ra sao?",[67354],1,"thủ tục khám bệnh, chữa bệnh bảo hiểm y tế ra sao?"
64482,Chuyển đổi giới tính là gì?,[58162],1,chuyển đổi giới tính là gì?
102825,Thông tư 04/2023/TT-BTP được áp dụng từ ngày mấy?,[91617],1,thông tư 04/2023/tt-btp được áp dụng từ ngày mấy?
128585,Điều kiện để giải thể đơn vị sự nghiệp công lập là gì?,[15852],1,điều kiện để giải thể đơn vị sự nghiệp công lập là gì?
103678,Chấm dứt hiệu lực giấy chứng nhận đăng ký đầu tư ra nước ngoài trong những trường hợp nào?,[134093],1,chấm dứt hiệu lực giấy chứng nhận đăng ký đầu tư ra nước ngoài trong những trường hợp nào?
163079,Bảo hiểm xã hội tự nguyện là gì?,[87557],1,bảo hiểm xã hội tự nguyện là gì?
154182,Bảo hiểm xã hội là gì?,[68217],1,bảo hiểm xã hội là gì?
136609,Giấy phép xây dựng là gì?,[83581],1,giấy phép xây dựng là gì?
104058,Hòa giải tranh chấp đất đai có bắt buộc các bên tranh chấp phải có mặt hay không?,[118101],1,hòa giải tranh chấp đất đai có bắt buộc các bên tranh chấp phải có mặt hay không?
37794,"Chỉ huy trưởng Ban chỉ huy quân sự cơ quan, tổ chức thực hiện những nhiệm vụ gì?","[103805, 46221]",2,"chỉ huy trưởng ban chỉ huy quân sự cơ quan, tổ chức thực hiện những nhiệm vụ gì?"
108204,Viên chức là ai?,[49915],1,viên chức là ai?
66724,Viên chức được phân loại như thế nào?,[14210],1,viên chức được phân loại như thế nào?
66886,Nhiệm vụ của Hội Bảo trợ bệnh nhân nghèo Tây Nam Bộ là gì?,[123530],1,nhiệm vụ của hội bảo trợ bệnh nhân nghèo tây nam bộ là gì?
61014,Thẻ ABTC đã bị hủy giá trị sử dụng có được khôi phục không?,[35732],1,thẻ abtc đã bị hủy giá trị sử dụng có được khôi phục không?
10733,Thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?,[65892],1,thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?
64219,Nhiệm vụ của Viện Chiến lược và Khoa học thanh tra là gì?,[102938],1,nhiệm vụ của viện chiến lược và khoa học thanh tra là gì?
23245,Ly hôn là gì?,[63353],1,ly hôn là gì?
1300,Chứng từ kế toán là gì?,[62889],1,chứng từ kế toán là gì?
57415,Luật sư là ai?,[79612],1,luật sư là ai?
47372,Ai có quyền quyết định triển khai các biện pháp can thiệp giảm tác hại trong dự phòng lây nhiễm HIV?,[114533],1,ai có quyền quyết định triển khai các biện pháp can thiệp giảm tác hại trong dự phòng lây nhiễm hiv?
155915,Các hình thức xử lý kỷ luật Đảng được quy định như thế nào?,[81988],1,các hình thức xử lý kỷ luật đảng được quy định như thế nào?
70342,Kế hoạch ứng phó sự cố bảo đảm an toàn thông tin mạng của Bộ Tư pháp được quy định như thế nào?,[140265],1,kế hoạch ứng phó sự cố bảo đảm an toàn thông tin mạng của bộ tư pháp được quy định như thế nào?
46099,Cơ cấu tổ chức của Hội Môi trường giao thông vận tải Việt Nam gồm những cơ quan nào?,[100598],1,cơ cấu tổ chức của hội môi trường giao thông vận tải việt nam gồm những cơ quan nào?
166757,Hồ sơ đăng ký nội quy lao động gồm những gì?,[102710],1,hồ sơ đăng ký nội quy lao động gồm những gì?
47637,Thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?,[65892],1,thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?
149707,Viên chức không giữ chức vụ quản lý bị xếp loại chất lượng ở mức không hoàn thành nhiệm vụ trong trường hợp nào?,[58006],1,viên chức không giữ chức vụ quản lý bị xếp loại chất lượng ở mức không hoàn thành nhiệm vụ trong trường hợp nào?
102043,Chương trình công tác của Bộ Quốc phòng được hiểu như thế nào?,[169550],1,chương trình công tác của bộ quốc phòng được hiểu như thế nào?
14425,Trình tự thủ tục tiến hành thủ tục hợp pháp hóa lãnh sự tại cơ quan đại diện Việt Nam ở nước ngoài như thế nào?,[13505],1,trình tự thủ tục tiến hành thủ tục hợp pháp hóa lãnh sự tại cơ quan đại diện việt nam ở nước ngoài như thế nào?
38933,Hồ sơ đăng ký nội quy lao động gồm những gì?,[102710],1,hồ sơ đăng ký nội quy lao động gồm những gì?
83139,Xây dựng giá dịch vụ điều hành giao thông vận tải đường sắt theo nguyên tắc và phương pháp nào?,[122000],1,xây dựng giá dịch vụ điều hành giao thông vận tải đường sắt theo nguyên tắc và phương pháp nào?
33016,Thời gian nộp hồ sơ nhập học đối với học sinh lớp 10 TP Hà Nội ra sao?,[98417],1,thời gian nộp hồ sơ nhập học đối với học sinh lớp 10 tp hà nội ra sao?
79160,Khi nào áp dụng Nghị định 71/2023/NĐ-CP?,[1679],1,khi nào áp dụng nghị định 71/2023/nđ-cp?
175968,Sử dụng amiăng trắng nguồn gốc không rõ trong sản xuất vật liệu xây dựng sẽ bị xử phạt vi phạm hành chính như thế nào?,"[90953, 258499]",2,sử dụng amiăng trắng nguồn gốc không rõ trong sản xuất vật liệu xây dựng sẽ bị xử phạt vi phạm hành chính như thế nào?
103572,Hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia có nhiệm vụ gì?,[81385],1,hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia có nhiệm vụ gì?
63150,Hoạt động giám sát của đại biểu Quốc hội bao gồm những hoạt động nào?,[57066],1,hoạt động giám sát của đại biểu quốc hội bao gồm những hoạt động nào?
42956,Thẩm quyền giải quyết tranh chấp đất đai được quy định như thế nào?,[64678],1,thẩm quyền giải quyết tranh chấp đất đai được quy định như thế nào?
1103,"Để thực hiện dân chủ, những nội dung nào được công khai trong công tác của Cảnh sát phòng cháy và chữa cháy?",[27680],1,"để thực hiện dân chủ, những nội dung nào được công khai trong công tác của cảnh sát phòng cháy và chữa cháy?"
13887,Người lao động có những quyền gì theo quy định pháp luật hiện nay?,[72683],1,người lao động có những quyền gì theo quy định pháp luật hiện nay?
153853,Mức bình quân tiền lương tháng đóng bảo hiểm xã hội để tính lương hưu,[14095],1,mức bình quân tiền lương tháng đóng bảo hiểm xã hội để tính lương hưu
156630,Thí sinh nhận giấy báo trúng tuyển đại học ở đâu?,[63971],1,thí sinh nhận giấy báo trúng tuyển đại học ở đâu?
